,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_asset_value,loan_status
365,3,1,0,16.056220247240233,16.90199719478673,16,685,17.78956895431187,1
366,3,0,1,15.60727002719233,16.34123920227253,18,851,17.538791438795542,1
367,1,0,1,16.056220247240233,17.210018951475632,10,377,18.260511991799543,0
368,0,0,1,13.815510557964274,15.201804919084164,10,620,15.955576721460545,1
369,3,1,1,13.710150042306449,14.648419680899378,20,611,15.319587954740548,1
370,4,0,0,14.557447902693651,15.856730886823913,4,767,16.222455666282563,1
371,5,1,1,13.9108207377686,14.978661367769956,20,592,15.88237331743725,1
372,0,1,1,13.304684934198283,14.648419680899378,4,319,15.501909511534503,1
373,4,0,1,16.034714042019267,17.054189010128656,10,900,17.911520399505434,1
374,2,0,1,15.096444403426338,16.364955728889846,18,814,17.11504428584993,1
375,5,0,1,14.077874822431765,15.424948470398375,10,755,16.213405830762646,1
376,5,1,1,15.856730886823913,16.636889444373487,20,584,17.617718697385214,1
377,4,1,1,16.06680235657077,16.972510979114386,14,380,17.942644943009366,0
378,2,0,1,15.424948470398375,16.68340946000838,20,465,17.31504384034729,0
379,0,0,0,13.122363377404328,14.403297222866392,2,531,15.29711509888849,1
380,1,1,1,15.931766072766827,17.284366588100244,16,814,17.86903312566612,1
381,0,1,0,15.483217378522351,16.70031127081098,6,678,17.096421773751928,1
382,2,0,1,16.045524958123483,17.182806387950748,12,655,17.717483227538917,1
383,3,0,0,14.648419680899378,15.816990558174398,2,682,16.73867213868343,1
384,1,0,0,12.89921982609012,14.077874822431765,6,695,14.28551418721001,1
385,3,0,0,14.978661367769956,16.195056692094447,4,833,16.51687177091569,1
386,5,0,1,16.056220247240233,17.379393521903527,16,302,18.012712505626084,0
387,1,1,0,14.648419680899378,15.702580206996654,2,357,16.475770095230136,0
388,5,0,0,15.27412558066379,16.489659207390805,12,302,17.353567122343627,0
389,0,1,1,15.64005985001532,16.924571516825267,18,873,17.65065251905646,1
390,0,0,1,15.789591583986283,16.801192495664765,12,658,17.787687486212167,1
391,5,1,1,14.690979295318174,15.978833583624812,18,877,16.44739939810092,1
392,3,0,0,14.880221294956703,15.65606019136176,8,648,16.575520497997196,1
393,1,1,0,14.151982794585487,15.464169183551656,12,730,15.80338490611862,1
394,4,0,1,14.603967918328545,15.919644712234481,14,737,16.716932152047026,1
395,2,1,1,13.592367006650065,14.978661367769956,10,584,14.914122846632385,0
396,0,1,0,13.304684934198283,14.346138809026444,2,621,14.914122846632385,1
397,4,1,1,13.458835614025542,14.808762330974558,16,583,15.201804919084164,1
398,2,0,0,15.943742263813542,17.069753526669768,16,621,17.90484257836283,1
399,2,0,0,15.775605342011543,16.883563493097892,16,610,17.538791438795542,1
400,4,1,0,15.501909511534503,16.569171270318538,18,452,17.48927637426816,0
401,5,1,0,15.123843377614453,15.80338490611862,18,339,17.168917275790083,0
402,3,1,1,15.464169183551656,16.536805985816503,16,650,17.01825700090259,1
403,4,0,1,12.206072645530174,13.458835614025542,10,672,13.815510557964274,1
404,3,1,0,13.122363377404328,13.815510557964274,20,501,14.808762330974558,0
405,2,0,1,14.403297222866392,15.555976732804778,4,809,16.283610089435893,1
406,5,1,1,16.034714042019267,17.19650523230891,8,318,17.96023132751144,0
407,4,0,0,13.710150042306449,15.009433026436708,10,649,15.03928598958639,1
408,3,0,0,15.830413578506539,17.158372362613466,12,367,17.73152558466196,0
409,5,0,0,14.914122846632385,16.283610089435893,6,847,16.801192495664765,1
410,5,1,0,15.775605342011543,16.75467248002987,12,360,17.506886892276796,0
411,1,1,1,15.068273526459642,15.789591583986283,2,865,16.96824658032793,1
412,4,0,0,15.404745763080856,16.749367427800177,16,880,17.022313801598205,1
413,1,1,0,15.226497531674536,15.943742263813542,20,608,16.985196138641705,1
414,0,1,1,13.592367006650065,14.557447902693651,6,760,14.77102200299171,1
415,3,1,1,14.346138809026444,15.341566861459324,12,385,16.08763644347361,0
416,0,1,1,15.623799329143539,16.963963918535928,12,478,17.17240768072985,0
417,1,1,1,14.557447902693651,15.856730886823913,16,327,16.34123920227253,0
418,0,1,0,14.946912669455374,16.045524958123483,6,663,16.496532086678563,1
419,2,0,1,14.346138809026444,15.068273526459642,20,693,16.12804598181149,1
420,3,1,0,14.346138809026444,15.501909511534503,6,710,16.38045991542581,1
421,4,0,1,15.201804919084164,16.489659207390805,6,711,16.955343175492022,1
422,5,1,0,15.538277155705378,16.727861222579214,8,386,17.367997387172654,0
423,4,1,1,15.176487111099874,16.292048958081757,10,855,17.118727531266227,1
424,4,1,1,15.623799329143539,16.543363386362664,14,573,17.302885635867483,1
425,0,1,1,13.9108207377686,14.845129975145433,18,431,15.687312734865866,0
426,2,1,0,15.520258650202699,16.510137738734343,8,364,17.359364240027954,0
427,4,1,1,13.9108207377686,15.096444403426338,14,711,15.789591583986283,1
428,4,0,1,12.89921982609012,13.710150042306449,20,771,15.096444403426338,1
429,3,1,0,16.034714042019267,17.41007933260697,18,669,17.893048001869992,1
430,4,0,1,16.045524958123483,17.1296965626368,18,338,17.96655046386292,0
431,1,1,0,13.9108207377686,15.068273526459642,8,562,15.789591583986283,1
432,3,0,0,15.538277155705378,16.744034081824815,2,769,17.460960454150875,1
433,0,1,1,15.65606019136176,16.883563493097892,8,629,17.255928652779712,1
434,3,1,0,15.990262279448435,16.711422496236054,6,699,17.41007933260697,1
435,0,0,0,15.943742263813542,16.850463544671545,20,590,17.85680589909656,1
436,3,1,1,14.28551418721001,15.555976732804778,4,707,16.489659207390805,1
437,3,0,1,15.319587954740548,16.249123913364723,8,391,17.20665760377293,0
438,5,0,0,15.687312734865866,16.733281290048552,4,891,17.678343319201648,1
439,3,1,1,16.06680235657077,16.84080163375981,2,731,17.667783558986645,1
440,3,0,0,15.363073066680286,16.630919277386983,12,775,17.09265529095645,1
441,5,1,1,16.077273656438063,17.293668980762558,2,897,17.764829348136118,1
442,5,1,0,15.89495209964411,17.10017412337048,20,794,17.916499662905043,1
443,2,1,0,15.856730886823913,16.630919277386983,6,555,17.562658920202185,1
444,1,0,1,15.096444403426338,16.147654453199863,12,536,16.915602846842507,0
445,2,0,0,13.458835614025542,14.346138809026444,10,839,15.123843377614453,1
446,0,1,1,14.151982794585487,15.444751097694555,6,890,16.38812278817138,1
447,1,1,1,15.967272761223736,17.144137246791594,20,415,17.942644943009366,0
448,4,1,0,15.363073066680286,16.569171270318538,4,868,17.01009369026343,1
449,3,1,1,14.880221294956703,15.573368475516649,12,353,17.001863191126915,0
450,4,0,0,16.012735135300492,17.182806387950748,16,590,17.937794488875618,1
451,5,1,1,13.122363377404328,13.710150042306449,18,618,15.096444403426338,1
452,2,0,1,13.458835614025542,14.346138809026444,10,539,15.464169183551656,0
453,0,1,0,15.732433170146335,17.111347423968603,4,429,17.831893578716663,1
454,2,1,0,14.403297222866392,15.363073066680286,8,792,16.300417207752275,1
455,0,0,0,15.60727002719233,16.333207030575267,2,608,17.210018951475632,1
456,4,1,1,15.501909511534503,16.883563493097892,14,555,17.133326330687378,1
457,5,1,1,15.943742263813542,16.67771143889374,12,620,17.921454256029726,1
458,0,1,0,15.816990558174398,16.855259716935038,6,635,17.872499333642605,1
459,2,1,0,14.978661367769956,16.34123920227253,10,457,16.84080163375981,0
460,1,1,1,15.501909511534503,16.87890147999208,8,350,17.220035729719104,0
461,5,1,1,13.815510557964274,14.73180128983843,14,885,15.555976732804778,1
462,0,1,0,15.29711509888849,16.503358051748965,16,638,16.985196138641705,1
463,1,1,1,15.150511624696614,16.166885815127753,12,710,16.951004773893423,1
464,3,0,1,15.623799329143539,16.855259716935038,18,470,17.356469882001587,0
465,5,0,1,15.520258650202699,16.666217059468007,16,874,17.054189010128656,1
466,5,0,1,13.122363377404328,14.403297222866392,18,411,14.914122846632385,0
467,0,0,1,12.611537753638338,13.9108207377686,2,482,14.403297222866392,1
468,1,1,1,15.64005985001532,16.642824179893303,2,396,17.715460982158152,0
469,0,0,0,12.611537753638338,13.710150042306449,20,436,13.997832114758229,0
470,0,0,1,15.747031969567487,16.911088166487982,20,303,17.667783558986645,0
471,4,1,0,15.123843377614453,16.249123913364723,12,728,16.791040124200745,1
472,3,0,1,15.990262279448435,17.168917275790083,10,775,17.76290070722971,1
473,5,1,1,15.919644712234481,16.972510979114386,12,402,17.659254722639126,0
474,1,0,1,16.034714042019267,17.26549810379586,18,698,17.506886892276796,1
475,0,0,0,14.690979295318174,15.86963429165982,14,665,16.660419941783683,1
476,4,0,0,15.226497531674536,16.41820024340866,18,490,17.103912445481086,0
477,1,1,0,15.89495209964411,17.278116567755074,12,504,17.793321303930423,0
478,3,0,1,15.096444403426338,15.967272761223736,8,790,17.085079497147994,1
479,1,0,1,13.458835614025542,14.808762330974558,20,669,15.250595083253597,1
480,4,0,0,15.931766072766827,17.239773212557427,6,381,17.828283466492564,0
481,0,1,1,15.483217378522351,16.523560759066484,2,900,17.236510566922608,1
482,4,1,0,15.931766072766827,17.030378361434938,16,506,17.81737426739221,0
483,3,0,1,14.73180128983843,15.990262279448435,12,538,16.76519889301686,0
484,3,1,1,15.501909511534503,16.48273876454623,8,677,17.572048660552024,1
485,4,1,0,14.28551418721001,15.404745763080856,8,685,16.166885815127753,1
486,2,0,0,14.690979295318174,15.64005985001532,12,860,16.77042083699801,1
487,5,0,0,15.65606019136176,16.510137738734343,6,608,17.800784025132014,1
488,4,1,1,14.73180128983843,15.483217378522351,10,540,16.44739939810092,0
489,0,1,1,15.830413578506539,16.636889444373487,16,492,17.955465631438425,0
490,3,0,0,14.880221294956703,15.955576721460545,14,834,16.60667566577699,1
491,3,1,1,13.815510557964274,15.068273526459642,16,834,15.64005985001532,1
492,2,1,1,15.967272761223736,17.175885945106174,8,890,17.86903312566612,1
493,1,0,0,12.611537753638338,13.9108207377686,12,443,14.690979295318174,0
494,5,0,0,14.648419680899378,15.555976732804778,18,329,16.61887093887081,0
495,2,0,1,14.690979295318174,15.501909511534503,12,739,16.195056692094447,1
496,5,1,1,16.0978929436408,17.226658270479597,6,867,18.12765106517399,1
497,2,0,0,15.907374619642667,17.02635421113521,6,307,17.639794649084415,0
498,3,1,0,15.717618084361195,16.556350581889475,18,492,17.499377470254665,0
499,1,0,1,15.943742263813542,17.022313801598205,18,698,18.21119351908564,1
500,2,1,0,12.206072645530174,13.458835614025542,8,851,14.28551418721001,1
501,2,1,0,15.363073066680286,16.34123920227253,14,375,16.955343175492022,0
502,0,1,1,15.27412558066379,16.475770095230136,14,601,17.11504428584993,1
503,4,0,0,14.603967918328545,15.761420707019587,20,756,16.48273876454623,1
504,4,1,1,15.967272761223736,16.77042083699801,4,868,17.974393641323946,1
505,4,1,1,14.508657738524219,15.789591583986283,10,838,16.249123913364723,1
506,4,0,1,15.250595083253597,16.58182966719046,14,375,17.35065591213617,0
507,0,0,1,15.444751097694555,16.34123920227253,18,778,16.920097236430347,1
508,2,1,1,15.226497531674536,16.231424336265324,6,442,17.2430252479438,0
509,1,1,1,16.108045315104818,17.49181122987135,12,808,17.896432099854234,1
510,1,0,1,14.978661367769956,16.012735135300492,20,372,16.61887093887081,0
511,2,1,0,15.520258650202699,16.759949537130716,4,597,17.18624873214172,1
512,0,1,1,15.86963429165982,17.18624873214172,20,435,17.928022424141822,0
513,3,1,1,15.03928598958639,16.08763644347361,20,728,16.35711255142882,1
514,4,1,1,15.88237331743725,17.069753526669768,14,373,17.91815392300107,0
515,3,1,1,16.00156183470237,16.733281290048552,10,367,17.69501037168686,0
516,2,1,0,15.80338490611862,16.76519889301686,14,552,17.404569676796,1
517,4,0,1,15.009433026436708,16.176364559082295,8,465,16.523560759066484,0
518,4,1,1,14.880221294956703,16.166885815127753,8,607,16.874217630679652,1
519,2,1,1,13.122363377404328,14.077874822431765,4,427,15.27412558066379,0
520,3,0,0,15.789591583986283,16.869511739642242,4,711,17.635418274484614,1
521,3,0,0,15.931766072766827,16.997722398460883,14,823,17.460960454150875,1
522,1,0,1,15.978833583624812,16.835935444108635,6,523,17.810034784904165,0
523,4,0,1,15.775605342011543,17.144137246791594,10,328,17.85151954317341,0
524,3,1,1,16.0978929436408,17.15483253590834,12,721,17.800784025132014,1
525,0,1,1,15.747031969567487,16.64872390202049,20,599,17.882826447798454,1
526,0,0,0,14.690979295318174,15.424948470398375,14,580,16.759949537130716,1
527,1,0,1,14.557447902693651,15.404745763080856,10,744,15.967272761223736,1
528,2,1,1,15.789591583986283,16.98938901690174,4,559,17.622173047734595,1
529,2,1,0,15.341566861459324,16.41820024340866,16,587,17.18967926723851,1
530,5,1,1,16.108045315104818,17.274976847750406,18,817,18.037955122813692,1
531,4,0,1,12.611537753638338,13.815510557964274,20,655,14.28551418721001,1
532,5,1,1,15.747031969567487,16.98938901690174,6,382,17.81187471182617,0
533,2,1,1,14.346138809026444,15.27412558066379,6,765,16.195056692094447,1
534,2,1,1,15.29711509888849,16.11809565095832,20,516,17.290577788192884,0
535,4,0,1,15.27412558066379,16.523560759066484,8,383,16.744034081824815,0
536,2,0,0,15.123843377614453,16.461685355348397,6,633,16.569171270318538,1
537,1,1,0,15.590462908875947,16.536805985816503,2,547,17.43718126238476,0
538,5,0,1,15.967272761223736,17.085079497147994,10,843,17.95067711470663,1
539,3,0,1,15.03928598958639,16.3957273875566,8,783,17.022313801598205,1
540,3,0,1,13.815510557964274,14.978661367769956,14,790,15.717618084361195,1
541,1,0,1,15.29711509888849,16.46875252257149,16,409,17.252718377149463,0
542,0,0,0,15.096444403426338,15.86963429165982,14,376,17.26866767855714,0
543,3,0,0,14.151982794585487,14.808762330974558,8,625,16.045524958123483,1
544,0,0,0,15.483217378522351,16.204273347199372,18,707,17.39345845137093,1
545,3,1,1,16.056220247240233,16.835935444108635,6,645,17.9914351071788,1
546,4,0,1,15.702580206996654,16.911088166487982,6,887,17.26866767855714,1
547,5,1,0,16.0978929436408,17.442514608360124,18,319,17.71343463901292,0
548,1,0,0,14.457364444136669,15.404745763080856,20,647,16.503358051748965,1
549,2,0,1,15.573368475516649,16.929025867174648,6,888,17.41007933260697,1
550,2,0,0,14.946912669455374,16.1573163641116,10,420,17.085079497147994,0
551,0,1,0,15.732433170146335,16.727861222579214,2,791,17.37085861945369,1
552,5,0,0,15.341566861459324,16.600521800202614,12,891,16.888203872654394,1
553,2,0,1,12.206072645530174,13.458835614025542,16,641,14.22097566607244,1
554,3,0,1,16.06680235657077,16.94227109392467,6,319,17.95067711470663,0
555,5,0,1,15.64005985001532,16.915602846842507,20,819,17.73748389424559,1
556,4,0,1,16.08763644347361,17.290577788192884,18,387,17.753201310140998,0
557,5,1,1,15.250595083253597,16.325109820342647,2,686,17.23323724157764,1
558,1,1,1,15.555976732804778,16.300417207752275,4,415,17.53637305793126,0
559,2,1,1,12.206072645530174,13.122363377404328,6,885,12.89921982609012,0
560,4,1,0,15.89495209964411,17.054189010128656,4,722,17.945865557709407,1
561,4,1,0,15.464169183551656,16.831045458814444,20,761,17.103912445481086,1
562,1,1,1,15.775605342011543,16.536805985816503,8,389,17.4264284706085,0
563,1,1,1,16.045524958123483,17.144137246791594,12,600,17.550796384892365,1
564,5,1,0,14.508657738524219,15.623799329143539,2,407,16.1573163641116,1
565,3,1,1,15.176487111099874,16.454567887579532,18,829,16.972510979114386,1
566,2,0,0,14.845129975145433,15.590462908875947,6,895,16.666217059468007,1
567,5,1,1,14.914122846632385,16.222455666282563,12,441,16.826131444012017,0
568,4,0,0,15.319587954740548,16.0978929436408,16,895,17.43718126238476,1
569,4,1,0,14.457364444136669,15.27412558066379,4,826,16.147654453199863,1
570,1,1,0,14.648419680899378,15.789591583986283,8,453,16.62491325332677,0
571,0,1,0,15.363073066680286,16.67771143889374,2,701,17.088874568116545,1
572,2,0,1,14.077874822431765,14.808762330974558,8,627,15.27412558066379,1
573,3,1,0,14.946912669455374,16.213405830762646,2,543,16.785925023533974,1
574,0,1,0,15.943742263813542,16.67771143889374,18,411,17.91318291027905,0
575,5,1,1,14.346138809026444,15.573368475516649,4,583,16.308716010566968,1
576,2,0,0,14.457364444136669,15.830413578506539,2,889,16.249123913364723,1
577,3,0,0,14.690979295318174,15.967272761223736,8,684,16.42558035070628,1
578,5,1,0,15.732433170146335,16.835935444108635,10,578,17.574382383898246,1
579,1,1,0,14.880221294956703,16.204273347199372,20,445,16.874217630679652,0
580,4,1,1,16.00156183470237,17.085079497147994,10,369,18.06970382112827,0
581,1,0,0,15.990262279448435,16.915602846842507,18,794,17.76290070722971,1
582,0,1,1,15.919644712234481,16.77042083699801,16,492,17.783913896828526,0
583,3,0,1,15.096444403426338,16.3957273875566,16,557,17.065885049891847,1
584,4,1,1,16.06680235657077,17.274976847750406,6,519,17.682536197461683,0
585,0,0,1,14.457364444136669,15.555976732804778,18,699,16.46875252257149,1
586,3,0,1,16.02378497148708,17.01825700090259,2,741,17.928022424141822,1
587,5,1,0,13.9108207377686,15.150511624696614,18,508,15.464169183551656,0
588,5,0,1,13.9108207377686,14.845129975145433,10,647,16.1573163641116,1
589,1,1,0,16.045524958123483,17.168917275790083,14,656,18.00970045515609,1
590,4,1,1,15.176487111099874,16.176364559082295,2,439,17.04235455248165,0
591,5,0,1,14.22097566607244,15.201804919084164,12,350,16.1573163641116,0
592,5,1,0,13.592367006650065,14.603967918328545,6,493,15.464169183551656,0
593,4,1,0,13.304684934198283,14.403297222866392,6,851,15.226497531674536,1
594,2,1,0,15.29711509888849,16.34123920227253,18,492,16.90199719478673,0
595,4,1,1,14.808762330974558,15.501909511534503,6,861,16.711422496236054,1
596,3,0,1,15.64005985001532,16.496532086678563,2,664,17.729531566055094,1
597,5,1,1,13.458835614025542,14.077874822431765,16,362,15.671808548329901,0
598,0,1,0,15.03928598958639,16.056220247240233,6,703,16.694709015262312,1
599,1,0,1,15.404745763080856,16.636889444373487,12,758,16.87890147999208,1
600,3,0,1,15.250595083253597,16.08763644347361,2,396,16.897420527759316,0
601,0,1,1,15.483217378522351,16.176364559082295,2,828,17.45309671769066,1
602,5,1,1,15.123843377614453,16.11809565095832,20,709,16.951004773893423,1
